||
Electoral district name|Political affiliation|Votes obtained - Votes obtenus
Kenora|NDP-New Democratic Party|7801
King--Vaughan|Green Party|620
King--Vaughan|NDP-New Democratic Party|3234
King--Vaughan|People's Party - PPC|2139
King--Vaughan|Conservative|22529
King--Vaughan|Liberal|21457
King--Vaughan|Green Party|620
King--Vaughan|NDP-New Democratic Party|3234
King--Vaughan|People's Party - PPC|2149
King--Vaughan|Conservative|22534
King--Vaughan|Liberal|21458
Kingston and the Islands|Liberal|27661
Kingston and the Islands|Green Party|1651
Kingston and the Islands|Conservative|15748
Kingston and the Islands|NDP-New Democratic Party|19638
Kingston and the Islands|People's Party - PPC|2303
Kingston and the Islands|Liberal|27724
Kingston and the Islands|Green Party|1673
Kingston and the Islands|Conservative|16019
Kingston and the Islands|NDP-New Democratic Party|19775
Kingston and the Islands|People's Party - PPC|2314
Kitchener Centre|People's Party - PPC|3481
Kitchener Centre|Conservative|12535
Kitchener Centre|Green Party|17870
Kitchener Centre|Animal Protection Party|154
Kitchener Centre|Liberal|8297
Kitchener Centre|NDP-New Democratic Party|8938
Kitchener Centre|People's Party - PPC|3381
Kitchener Centre|Conservative|12537
Kitchener Centre|Green Party|17872
Kitchener Centre|Animal Protection Party|154
Kitchener Centre|Liberal|8297
Kitchener Centre|NDP-New Democratic Party|8938
Kitchener--Conestoga|Green Party|1842
Kitchener--Conestoga|People's Party - PPC|3692
Kitchener--Conestoga|Conservative|19447
Kitchener--Conestoga|Liberal|19975
Kitchener--Conestoga|NDP-New Democratic Party|5947
Kitchener--Conestoga|Green Party|1842
Kitchener--Conestoga|People's Party - PPC|3690
Kitchener--Conestoga|Conservative|19448
Kitchener--Conestoga|Liberal|20025
Kitchener--Conestoga|NDP-New Democratic Party|5948
Kitchener South--Hespeler|NDP-New Democratic Party|8079
Kitchener South--Hespeler|Marxist-Leninist|57
Kitchener South--Hespeler|People's Party - PPC|3351
Kitchener South--Hespeler|Liberal|18596
Kitchener South--Hespeler|Conservative|17649
Kitchener South--Hespeler|Parti Rhinocéros Party|93
Kitchener South--Hespeler|Independent|119
Kitchener South--Hespeler|Green Party|1710
Kitchener South--Hespeler|NDP-New Democratic Party|8079
Kitchener South--Hespeler|Marxist-Leninist|57
Kitchener South--Hespeler|People's Party - PPC|3351
Kitchener South--Hespeler|Liberal|18596
Kitchener South--Hespeler|Conservative|17649
Kitchener South--Hespeler|Parti Rhinocéros Party|93
Kitchener South--Hespeler|Independent|119
Kitchener South--Hespeler|Green Party|1710
Lambton--Kent--Middlesex|NDP-New Democratic Party|11053
Lambton--Kent--Middlesex|Green Party|1035
Lambton--Kent--Middlesex|People's Party - PPC|6567
Lambton--Kent--Middlesex|Liberal|12522
Lambton--Kent--Middlesex|Conservative|29432
Lambton--Kent--Middlesex|NDP-New Democratic Party|11107
Lambton--Kent--Middlesex|Green Party|1035
Lambton--Kent--Middlesex|People's Party - PPC|6567
Lambton--Kent--Middlesex|Liberal|12552
Lambton--Kent--Middlesex|Conservative|29431
Lanark--Frontenac--Kingston|People's Party - PPC|3835
Lanark--Frontenac--Kingston|Liberal|16626
Lanark--Frontenac--Kingston|NDP-New Democratic Party|9825
Lanark--Frontenac--Kingston|Parti Rhinocéros Party|212
Lanark--Frontenac--Kingston|Green Party|1723
Lanark--Frontenac--Kingston|Conservative|30695
Lanark--Frontenac--Kingston|People's Party - PPC|3830
Lanark--Frontenac--Kingston|Liberal|16617
Lanark--Frontenac--Kingston|NDP-New Democratic Party|9828
Lanark--Frontenac--Kingston|Parti Rhinocéros Party|211
Lanark--Frontenac--Kingston|Green Party|1664
Lanark--Frontenac--Kingston|Conservative|30761
Leeds-Grenville-Thousand Islands and Rideau Lakes|Liberal|14964
Leeds-Grenville-Thousand Islands and Rideau Lakes|Conservative|29947
Leeds-Grenville-Thousand Islands and Rideau Lakes|People's Party - PPC|3398
Leeds-Grenville-Thousand Islands and Rideau Lakes|Green Party|2135
Leeds-Grenville-Thousand Islands and Rideau Lakes|NDP-New Democratic Party|8779
Leeds-Grenville-Thousand Islands and Rideau Lakes|Liberal|14935
Leeds-Grenville-Thousand Islands and Rideau Lakes|Conservative|29950
Leeds-Grenville-Thousand Islands and Rideau Lakes|People's Party - PPC|3394
Leeds-Grenville-Thousand Islands and Rideau Lakes|Green Party|2134
Leeds-Grenville-Thousand Islands and Rideau Lakes|NDP-New Democratic Party|8863
London--Fanshawe|People's Party - PPC|4718
London--Fanshawe|Liberal|11881
London--Fanshawe|NDP-New Democratic Party|22340
London--Fanshawe|Conservative|12491
London--Fanshawe|People's Party - PPC|4718
London--Fanshawe|Liberal|11882
London--Fanshawe|NDP-New Democratic Party|22336
London--Fanshawe|Conservative|12486
London North Centre|People's Party - PPC|2902
London North Centre|Liberal|22856
London North Centre|Conservative|15881
London North Centre|Green Party|1292
London North Centre|NDP-New Democratic Party|15623
London North Centre|People's Party - PPC|2902
London North Centre|Liberal|22921
London North Centre|Conservative|15889
London North Centre|Green Party|1297
London North Centre|NDP-New Democratic Party|15611
London West|Libertarian|822
London West|Conservative|22291
London West|Liberal|25247
London West|NDP-New Democratic Party|16763
London West|People's Party - PPC|3485
London West|Libertarian|773
London West|Conservative|22273
London West|Liberal|25308
London West|NDP-New Democratic Party|16858
London West|People's Party - PPC|3409
Markham--Stouffville|Green Party|975
Markham--Stouffville|People's Party - PPC|1810
Markham--Stouffville|Liberal|27997
Markham--Stouffville|NDP-New Democratic Party|4674
Markham--Stouffville|Conservative|19702
Markham--Stouffville|Green Party|1049
Markham--Stouffville|People's Party - PPC|1869
Markham--Stouffville|Liberal|29773
Markham--Stouffville|NDP-New Democratic Party|4961
Markham--Stouffville|Conservative|20740
Markham--Thornhill|Conservative|10126
Markham--Thornhill|Green Party|813
Markham--Thornhill|Liberal|23699
Markham--Thornhill|People's Party - PPC|645
Markham--Thornhill|NDP-New Democratic Party|3222
Markham--Thornhill|Conservative|10136
Markham--Thornhill|Green Party|813
Markham--Thornhill|Liberal|23709
Markham--Thornhill|People's Party - PPC|648
Markham--Thornhill|NDP-New Democratic Party|3222
Markham--Unionville|Liberal|21912
Markham--Unionville|Green Party|1246
Markham--Unionville|NDP-New Democratic Party|3000
Markham--Unionville|Conservative|18993
Markham--Unionville|Liberal|21958
Markham--Unionville|Green Party|1306
Markham--Unionville|NDP-New Democratic Party|3001
Markham--Unionville|Conservative|18959
Milton|Conservative|18297
Milton|People's Party - PPC|2365
Milton|Green Party|1280
Milton|NDP-New Democratic Party|4925
Milton|Liberal|29011
Milton|Conservative|18313
Milton|People's Party - PPC|2365
Milton|Green Party|1280
Milton|NDP-New Democratic Party|4925
Milton|Liberal|28503
Mississauga Centre|Liberal|25714
Mississauga Centre|People's Party - PPC|2148
Mississauga Centre|Green Party|864
Mississauga Centre|NDP-New Democratic Party|5330
Mississauga Centre|Conservative|13390
Mississauga Centre|Liberal|25719
Mississauga Centre|People's Party - PPC|2128
Mississauga Centre|Green Party|863
Mississauga Centre|NDP-New Democratic Party|5331
Mississauga Centre|Conservative|13390
Mississauga East--Cooksville|Conservative|14739
Mississauga East--Cooksville|Independent|339
Mississauga East--Cooksville|Liberal|22781
Mississauga East--Cooksville|Marxist-Leninist|312
Mississauga East--Cooksville|NDP-New Democratic Party|4670
Mississauga East--Cooksville|People's Party - PPC|2937
Mississauga East--Cooksville|Conservative|14722
Mississauga East--Cooksville|Independent|329
Mississauga East--Cooksville|Liberal|22806
Mississauga East--Cooksville|Marxist-Leninist|107
Mississauga East--Cooksville|NDP-New Democratic Party|4678
Mississauga East--Cooksville|People's Party - PPC|2933
Mississauga--Erin Mills|People's Party - PPC|1713
Mississauga--Erin Mills|Green Party|825
Mississauga--Erin Mills|Liberal|25751
Mississauga--Erin Mills|Conservative|17094
Mississauga--Erin Mills|NDP-New Democratic Party|5294
Mississauga--Erin Mills|People's Party - PPC|1711
Mississauga--Erin Mills|Green Party|829
Mississauga--Erin Mills|Liberal|25866
Mississauga--Erin Mills|Conservative|17088
Mississauga--Erin Mills|NDP-New Democratic Party|5178
Mississauga--Lakeshore|Conservative|21751
Mississauga--Lakeshore|Green Party|1265
Mississauga--Lakeshore|People's Party - PPC|2361
Mississauga--Lakeshore|Liberal|25284
Mississauga--Lakeshore|Parti Rhinocéros Party|100
Mississauga--Lakeshore|NDP-New Democratic Party|5483
Mississauga--Lakeshore|Conservative|21761
Mississauga--Lakeshore|Green Party|1265
Mississauga--Lakeshore|People's Party - PPC|2367
Mississauga--Lakeshore|Liberal|25284
Mississauga--Lakeshore|Parti Rhinocéros Party|94
Mississauga--Lakeshore|NDP-New Democratic Party|5488
Mississauga--Malton|NDP-New Democratic Party|5761
Mississauga--Malton|Marxist-Leninist|283
Mississauga--Malton|Green Party|811
Mississauga--Malton|Liberal|21766
Mississauga--Malton|Conservative|12555
Mississauga--Malton|NDP-New Democratic Party|5771
Mississauga--Malton|Marxist-Leninist|275
Mississauga--Malton|Green Party|811
Mississauga--Malton|Liberal|21766
Mississauga--Malton|Conservative|12625
Mississauga--Streetsville|NDP-New Democratic Party|6150
Mississauga--Streetsville|Green Party|1079
Mississauga--Streetsville|Conservative|17505
Mississauga--Streetsville|Animal Protection Party|254
Mississauga--Streetsville|Liberal|24645
Mississauga--Streetsville|People's Party - PPC|2382
Mississauga--Streetsville|NDP-New Democratic Party|6186
Mississauga--Streetsville|Green Party|1048
Mississauga--Streetsville|Conservative|17131
Mississauga--Streetsville|Animal Protection Party|210
Mississauga--Streetsville|Liberal|23698
Mississauga--Streetsville|People's Party - PPC|1851
Nepean|Liberal|29620
Nepean|NDP-New Democratic Party|10786
Nepean|Green Party|1318
Nepean|People's Party - PPC|1840
Nepean|Conservative|22184
Nepean|Liberal|29620
Nepean|NDP-New Democratic Party|10786
Nepean|Green Party|1318
Nepean|People's Party - PPC|1840
Nepean|Conservative|22184
Newmarket--Aurora|Independent|260
Newmarket--Aurora|Green Party|1015
Newmarket--Aurora|People's Party - PPC|2296
Newmarket--Aurora|NDP-New Democratic Party|6338
Newmarket--Aurora|Conservative|21173
Newmarket--Aurora|Liberal|24138
Newmarket--Aurora|Independent|260
Newmarket--Aurora|Green Party|1015
Newmarket--Aurora|People's Party - PPC|2296
Newmarket--Aurora|NDP-New Democratic Party|6338
Newmarket--Aurora|Conservative|21173
Newmarket--Aurora|Liberal|24208
Niagara Centre|Liberal|20574
Niagara Centre|People's Party - PPC|4670
Niagara Centre|Green Party|1143
Niagara Centre|NDP-New Democratic Party|14098
Niagara Centre|Conservative|18324
Niagara Centre|Liberal|20576
Niagara Centre|People's Party - PPC|4670
Niagara Centre|Green Party|1123
Niagara Centre|NDP-New Democratic Party|14086
Niagara Centre|Conservative|18324
Niagara Falls|Conservative|26810
Niagara Falls|NDP-New Democratic Party|12871
Niagara Falls|Green Party|1380
Niagara Falls|Liberal|23650
Niagara Falls|People's Party - PPC|5951
Niagara Falls|Conservative|26810
Niagara Falls|NDP-New Democratic Party|12871
Niagara Falls|Green Party|1370
Niagara Falls|Liberal|23650
Niagara Falls|People's Party - PPC|5948
Niagara West|Conservative|25276
Niagara West|Liberal|16813
Niagara West|People's Party - PPC|3937
Niagara West|Christian Heritage Party|667
Niagara West|Green Party|1604
Niagara West|NDP-New Democratic Party|7054
Niagara West|Conservative|25206
Niagara West|Liberal|16815
Niagara West|People's Party - PPC|3933
Niagara West|Christian Heritage Party|657
Niagara West|Green Party|1602
Niagara West|NDP-New Democratic Party|7064
Nickel Belt|NDP-New Democratic Party|13597
Nickel Belt|Green Party|864
Nickel Belt|People's Party - PPC|4549
Nickel Belt|Conservative|13430
Nickel Belt|Liberal|17358
Nickel Belt|NDP-New Democratic Party|13137
Nickel Belt|Green Party|848
Nickel Belt|People's Party - PPC|4558
Nickel Belt|Conservative|13425
Nickel Belt|Liberal|17353
Nipissing--Timiskaming|People's Party - PPC|3504
Nipissing--Timiskaming|NDP-New Democratic Party|10573
Nipissing--Timiskaming|Liberal|18047
Nipissing--Timiskaming|Conservative|15086
Nipissing--Timiskaming|People's Party - PPC|3494
Nipissing--Timiskaming|NDP-New Democratic Party|10493
Nipissing--Timiskaming|Liberal|18405
Nipissing--Timiskaming|Conservative|15104
Northumberland--Peterborough South|People's Party - PPC|3785
Northumberland--Peterborough South|Conservative|30839
Northumberland--Peterborough South|Liberal|23136
Northumberland--Peterborough South|NDP-New Democratic Party|9760
Northumberland--Peterborough South|Green Party|1765
Northumberland--Peterborough South|People's Party - PPC|3813
Northumberland--Peterborough South|Conservative|31015
Northumberland--Peterborough South|Liberal|23336
Northumberland--Peterborough South|NDP-New Democratic Party|9809
Northumberland--Peterborough South|Green Party|1764
Oakville|NDP-New Democratic Party|5377
Oakville|Liberal|28126
Oakville|Conservative|24020
Oakville|Green Party|1090
Oakville|People's Party - PPC|1970
Oakville|NDP-New Democratic Party|5373
Oakville|Liberal|28137
Oakville|Conservative|24430
Oakville|Green Party|1090
Oakville|People's Party - PPC|1970
Oakville North--Burlington|Liberal|30851
Oakville North--Burlington|NDP-New Democratic Party|6602
Oakville North--Burlington|People's Party - PPC|2409
Oakville North--Burlington|Conservative|25074
Oakville North--Burlington|Green Party|1012
Oakville North--Burlington|Liberal|30910
Oakville North--Burlington|NDP-New Democratic Party|6574
Oakville North--Burlington|People's Party - PPC|2429
Oakville North--Burlington|Conservative|25091
Oakville North--Burlington|Green Party|1019
Oshawa|Conservative|22409
Oshawa|Liberal|12866
Oshawa|People's Party - PPC|3985
Oshawa|Green Party|1110
Oshawa|NDP-New Democratic Party|16057
Oshawa|Conservative|22409
Oshawa|Liberal|13044
Oshawa|People's Party - PPC|4029
Oshawa|Green Party|864
Oshawa|NDP-New Democratic Party|16079
Ottawa Centre|Animal Protection Party|290
Ottawa Centre|Conservative|11626
Ottawa Centre|Independent|185
Ottawa Centre|Green Party|2184
Ottawa Centre|NDP-New Democratic Party|24544
Ottawa Centre|Communist|202
Ottawa Centre|Liberal|33836
Ottawa Centre|People's Party - PPC|1616
Ottawa Centre|Animal Protection Party|261
Ottawa Centre|Conservative|11650
Ottawa Centre|Independent|132
Ottawa Centre|Green Party|2115
Ottawa Centre|NDP-New Democratic Party|24552
Ottawa Centre|Communist|201
Ottawa Centre|Liberal|33825
Ottawa Centre|People's Party - PPC|1605
Orléans|Free Party Canada|220
Orléans|Green Party|1233
Orléans|NDP-New Democratic Party|10983
Orléans|Liberal|39101
Orléans|People's Party - PPC|2046
Orléans|Conservative|21700
Orléans|Free Party Canada|220
Orléans|Green Party|1233
Orléans|NDP-New Democratic Party|10983
Orléans|Liberal|39101
Orléans|People's Party - PPC|2046
Orléans|Conservative|21700
Ottawa South|People's Party - PPC|1887
Ottawa South|Liberal|29038
Ottawa South|NDP-New Democratic Party|11506
Ottawa South|Green Party|1401
Ottawa South|Conservative|15505
Ottawa South|Communist|144
Ottawa South|People's Party - PPC|1898
Ottawa South|Liberal|29038
Ottawa South|NDP-New Democratic Party|11514
Ottawa South|Green Party|1401
Ottawa South|Conservative|15497
Ottawa South|Communist|144
Ottawa--Vanier|Free Party Canada|190
Ottawa--Vanier|People's Party - PPC|1860
Ottawa--Vanier|Libertarian|268
Ottawa--Vanier|Liberal|28513
Ottawa--Vanier|NDP-New Democratic Party|13757
Ottawa--Vanier|Conservative|11599
Ottawa--Vanier|Independent|165
Ottawa--Vanier|Green Party|1816
Ottawa--Vanier|Free Party Canada|179
Ottawa--Vanier|People's Party - PPC|1855
Ottawa--Vanier|Libertarian|248
Ottawa--Vanier|Liberal|28462
Ottawa--Vanier|NDP-New Democratic Party|13703
Ottawa--Vanier|Conservative|11611
Ottawa--Vanier|Independent|157
Ottawa--Vanier|Green Party|1816
Ottawa West--Nepean|NDP-New Democratic Party|11101
Ottawa West--Nepean|Conservative|16356
Ottawa West--Nepean|Christian Heritage Party|330
Ottawa West--Nepean|Green Party|1631
Ottawa West--Nepean|Liberal|25796
Ottawa West--Nepean|People's Party - PPC|1915
Ottawa West--Nepean|NDP-New Democratic Party|11163
Ottawa West--Nepean|Conservative|16473
Ottawa West--Nepean|Christian Heritage Party|327
Ottawa West--Nepean|Green Party|1642
Ottawa West--Nepean|Liberal|25889
Ottawa West--Nepean|People's Party - PPC|1908
Oxford|NDP-New Democratic Party|11231
Oxford|Conservative|29034
Oxford|People's Party - PPC|6619
Oxford|Liberal|12563
Oxford|Green Party|1668
Oxford|Christian Heritage Party|478
Oxford|NDP-New Democratic Party|11325
Oxford|Conservative|29146
Oxford|People's Party - PPC|6595
Oxford|Liberal|12720
Oxford|Green Party|1683
Oxford|Christian Heritage Party|479
Parkdale--High Park|People's Party - PPC|1642
Parkdale--High Park|Marxist-Leninist|90
Parkdale--High Park|Green Party|957
Parkdale--High Park|Marijuana Party|130
Parkdale--High Park|Conservative|6815
Parkdale--High Park|NDP-New Democratic Party|20602
Parkdale--High Park|Liberal|22307
Parkdale--High Park|People's Party - PPC|1642
Parkdale--High Park|Marxist-Leninist|90
Parkdale--High Park|Green Party|957
Parkdale--High Park|Marijuana Party|130
Parkdale--High Park|Conservative|6815
Parkdale--High Park|NDP-New Democratic Party|20602
Parkdale--High Park|Liberal|22307
Parry Sound--Muskoka|Conservative|26603
Parry Sound--Muskoka|National Citizens Alliance|95
Parry Sound--Muskoka|NDP-New Democratic Party|9374
Parry Sound--Muskoka|Green Party|3099
Parry Sound--Muskoka|Liberal|11980
Parry Sound--Muskoka|Independent|203
Parry Sound--Muskoka|People's Party - PPC|4184
Parry Sound--Muskoka|Conservative|26600
Parry Sound--Muskoka|National Citizens Alliance|95
Parry Sound--Muskoka|NDP-New Democratic Party|9339
Parry Sound--Muskoka|Green Party|3099
Parry Sound--Muskoka|Liberal|12014
Parry Sound--Muskoka|Independent|169
Parry Sound--Muskoka|People's Party - PPC|4184
Perth--Wellington|People's Party - PPC|5357
Perth--Wellington|Liberal|13784
Perth--Wellington|NDP-New Democratic Party|9552
Perth--Wellington|Conservative|27004
Perth--Wellington|People's Party - PPC|5357
Perth--Wellington|Liberal|13684
Perth--Wellington|NDP-New Democratic Party|9552
Perth--Wellington|Conservative|26984
Peterborough--Kawartha|Independent|226
Peterborough--Kawartha|Conservative|27301
Peterborough--Kawartha|NDP-New Democratic Party|13335
Peterborough--Kawartha|People's Party - PPC|3078
Peterborough--Kawartha|Liberal|24564
Peterborough--Kawartha|Green Party|1551
Peterborough--Kawartha|Independent|218
Peterborough--Kawartha|Conservative|27402
Peterborough--Kawartha|NDP-New Democratic Party|13302
Peterborough--Kawartha|People's Party - PPC|3073
Peterborough--Kawartha|Liberal|24664
Peterborough--Kawartha|Green Party|1553
Pickering--Uxbridge|People's Party - PPC|2327
Pickering--Uxbridge|NDP-New Democratic Party|7545
Pickering--Uxbridge|Conservative|20976
Pickering--Uxbridge|Liberal|27178
Pickering--Uxbridge|People's Party - PPC|2328
Pickering--Uxbridge|NDP-New Democratic Party|7592
Pickering--Uxbridge|Conservative|20976
Pickering--Uxbridge|Liberal|27271
Renfrew--Nipissing--Pembroke|People's Party - PPC|4469
Renfrew--Nipissing--Pembroke|Conservative|28967
Renfrew--Nipissing--Pembroke|Independent|379
Renfrew--Nipissing--Pembroke|Green Party|1109
Renfrew--Nipissing--Pembroke|Liberal|11289
Renfrew--Nipissing--Pembroke|NDP-New Democratic Party|12243
Renfrew--Nipissing--Pembroke|People's Party - PPC|4469
Renfrew--Nipissing--Pembroke|Conservative|28967
Renfrew--Nipissing--Pembroke|Independent|373
Renfrew--Nipissing--Pembroke|Green Party|1111
Renfrew--Nipissing--Pembroke|Liberal|11335
Renfrew--Nipissing--Pembroke|NDP-New Democratic Party|12263
Richmond Hill|NDP-New Democratic Party|3995
Richmond Hill|Independent|619
Richmond Hill|Liberal|21784
Richmond Hill|Independent|186
Richmond Hill|Conservative|17715
Richmond Hill|People's Party - PPC|1363
Richmond Hill|NDP-New Democratic Party|3995
Richmond Hill|Independent|619
Richmond Hill|Liberal|21784
Richmond Hill|Independent|186
Richmond Hill|Conservative|17715
Richmond Hill|People's Party - PPC|1363
Carleton|People's Party - PPC|1728
Carleton|Green Party|1327
Carleton|NDP-New Democratic Party|8164
Carleton|Conservative|35356
Carleton|Liberal|24298
Carleton|People's Party - PPC|1728
Carleton|Green Party|1327
Carleton|NDP-New Democratic Party|8164
Carleton|Conservative|35356
Carleton|Liberal|24298
St. Catharines|Liberal|22071
St. Catharines|People's Party - PPC|3860
St. Catharines|NDP-New Democratic Party|12294
St. Catharines|Green Party|1091
St. Catharines|Conservative|19048
St. Catharines|Liberal|22069
St. Catharines|People's Party - PPC|3860
St. Catharines|NDP-New Democratic Party|12294
St. Catharines|Green Party|1091
St. Catharines|Conservative|19018
Toronto--St. Paul's|Liberal|25943
Toronto--St. Paul's|NDP-New Democratic Party|8836
Toronto--St. Paul's|Green Party|3191
Toronto--St. Paul's|Conservative|13377
Toronto--St. Paul's|People's Party - PPC|1430
Toronto--St. Paul's|Liberal|26429
Toronto--St. Paul's|NDP-New Democratic Party|9036
Toronto--St. Paul's|Green Party|3214
Toronto--St. Paul's|Conservative|13587
Toronto--St. Paul's|People's Party - PPC|1432
Sarnia--Lambton|Green Party|848
Sarnia--Lambton|People's Party - PPC|6359
Sarnia--Lambton|Conservative|26292
Sarnia--Lambton|NDP-New Democratic Party|11945
Sarnia--Lambton|Christian Heritage Party|478
Sarnia--Lambton|Liberal|10865
Sarnia--Lambton|Green Party|848
Sarnia--Lambton|People's Party - PPC|6359
Sarnia--Lambton|Conservative|26292
Sarnia--Lambton|NDP-New Democratic Party|11990
Sarnia--Lambton|Christian Heritage Party|435
Sarnia--Lambton|Liberal|10975
Sault Ste. Marie|People's Party - PPC|1943
Sault Ste. Marie|NDP-New Democratic Party|8043
Sault Ste. Marie|Liberal|15231
Sault Ste. Marie|Conservative|14984
Sault Ste. Marie|People's Party - PPC|1923
Sault Ste. Marie|NDP-New Democratic Party|8041
Sault Ste. Marie|Liberal|15231
Sault Ste. Marie|Conservative|14984
Scarborough--Agincourt|Green Party|631
Scarborough--Agincourt|Conservative|10630
Scarborough--Agincourt|NDP-New Democratic Party|3680
Scarborough--Agincourt|People's Party - PPC|979
Scarborough--Agincourt|Liberal|20682
Scarborough--Agincourt|Green Party|631
Scarborough--Agincourt|Conservative|10630
Scarborough--Agincourt|NDP-New Democratic Party|3679
Scarborough--Agincourt|People's Party - PPC|978
Scarborough--Agincourt|Liberal|20712
Scarborough Centre|NDP-New Democratic Party|5472
Scarborough Centre|National Citizens Alliance|262
Scarborough Centre|Conservative|9789
Scarborough Centre|People's Party - PPC|1460
Scarborough Centre|Liberal|23124
Scarborough Centre|NDP-New Democratic Party|5479
Scarborough Centre|National Citizens Alliance|263
Scarborough Centre|Conservative|9819
Scarborough Centre|People's Party - PPC|1472
Scarborough Centre|Liberal|23128
Scarborough--Guildwood|People's Party - PPC|1096
Scarborough--Guildwood|Independent|155
Scarborough--Guildwood|Independent|85
Scarborough--Guildwood|Centrist|129
Scarborough--Guildwood|Liberal|22938
Scarborough--Guildwood|NDP-New Democratic Party|5092
Scarborough--Guildwood|Nationalist|52
Scarborough--Guildwood|Conservative|7988
Scarborough--Guildwood|People's Party - PPC|1096
Scarborough--Guildwood|Independent|155
Scarborough--Guildwood|Independent|85
Scarborough--Guildwood|Centrist|129
Scarborough--Guildwood|Liberal|22944
Scarborough--Guildwood|NDP-New Democratic Party|5091
Scarborough--Guildwood|Nationalist|52
Scarborough--Guildwood|Conservative|7998
Scarborough North|Liberal|21178
Scarborough North|Centrist|361
Scarborough North|NDP-New Democratic Party|3514
Scarborough North|People's Party - PPC|763
Scarborough North|Conservative|7055
Scarborough North|Liberal|21178
Scarborough North|Centrist|361
Scarborough North|NDP-New Democratic Party|3514
Scarborough North|People's Party - PPC|763
Scarborough North|Conservative|5999
Scarborough--Rouge Park|Liberal|28703
Scarborough--Rouge Park|Conservative|9631
Scarborough--Rouge Park|NDP-New Democratic Party|6073
Scarborough--Rouge Park|People's Party - PPC|1316
Scarborough--Rouge Park|Liberal|28702
Scarborough--Rouge Park|Conservative|9628
Scarborough--Rouge Park|NDP-New Democratic Party|6068
Scarborough--Rouge Park|People's Party - PPC|1322
Scarborough Southwest|NDP-New Democratic Party|6924
Scarborough Southwest|Conservative|8991
Scarborough Southwest|Liberal|24823
Scarborough Southwest|Green Party|1068
Scarborough Southwest|People's Party - PPC|1259
Scarborough Southwest|Independent|117
Scarborough Southwest|NDP-New Democratic Party|6924
Scarborough Southwest|Conservative|8981
Scarborough Southwest|Liberal|24823
Scarborough Southwest|Green Party|1068
Scarborough Southwest|People's Party - PPC|1259
Scarborough Southwest|Independent|117
Simcoe--Grey|Green Party|2933
Simcoe--Grey|Conservative|35548
Simcoe--Grey|NDP-New Democratic Party|10090
Simcoe--Grey|People's Party - PPC|5534
Simcoe--Grey|Liberal|21026
Simcoe--Grey|Christian Heritage Party|383
Simcoe--Grey|Green Party|2969
Simcoe--Grey|Conservative|36249
Simcoe--Grey|NDP-New Democratic Party|10140
Simcoe--Grey|People's Party - PPC|5550
Simcoe--Grey|Liberal|21320
Simcoe--Grey|Christian Heritage Party|382
Simcoe North|Green Party|1903
Simcoe North|Conservative|27383
Simcoe North|NDP-New Democratic Party|9950
Simcoe North|Christian Heritage Party|210
Simcoe North|People's Party - PPC|4939
Simcoe North|Liberal|19302
Simcoe North|Green Party|1903
Simcoe North|Conservative|27383
Simcoe North|NDP-New Democratic Party|9958
Simcoe North|Christian Heritage Party|210
Simcoe North|People's Party - PPC|4822
Simcoe North|Liberal|19332
Spadina--Fort York|NDP-New Democratic Party|16833
Spadina--Fort York|Conservative|9875
Spadina--Fort York|People's Party - PPC|1476
Spadina--Fort York|Green Party|1645
Spadina--Fort York|Liberal|18991
Spadina--Fort York|NDP-New Democratic Party|16834
Spadina--Fort York|Conservative|9875
Spadina--Fort York|People's Party - PPC|1476
Spadina--Fort York|Green Party|1645
Spadina--Fort York|Liberal|18991
Stormont--Dundas--South Glengarry|People's Party - PPC|3954
Stormont--Dundas--South Glengarry|Conservative|29276
Stormont--Dundas--South Glengarry|NDP-New Democratic Party|5839
Stormont--Dundas--South Glengarry|Liberal|12615
Stormont--Dundas--South Glengarry|Green Party|1230
Stormont--Dundas--South Glengarry|People's Party - PPC|3921
Stormont--Dundas--South Glengarry|Conservative|29255
Stormont--Dundas--South Glengarry|NDP-New Democratic Party|5804
Stormont--Dundas--South Glengarry|Liberal|12443
Stormont--Dundas--South Glengarry|Green Party|1230
Sudbury|Liberal|15871
Sudbury|People's Party - PPC|2735
Sudbury|Independent|111
Sudbury|Green Party|967
Sudbury|Conservative|12752
Sudbury|NDP-New Democratic Party|13569
Sudbury|Liberal|15871
Sudbury|People's Party - PPC|2735
Sudbury|Independent|111
Sudbury|Green Party|940
Sudbury|Conservative|12747
Sudbury|NDP-New Democratic Party|13569
Thornhill|Liberal|18168
Thornhill|People's Party - PPC|2322
Thornhill|Conservative|25716
Thornhill|Green Party|844
Thornhill|NDP-New Democratic Party|3032
Thornhill|Liberal|18168
Thornhill|People's Party - PPC|2322
Thornhill|Conservative|25687
Thornhill|Green Party|844
Thornhill|NDP-New Democratic Party|3041
Thunder Bay--Rainy River|People's Party - PPC|2636
Thunder Bay--Rainy River|Green Party|571
Thunder Bay--Rainy River|Conservative|11671
Thunder Bay--Rainy River|Liberal|13660
Thunder Bay--Rainy River|NDP-New Democratic Party|11353
Thunder Bay--Rainy River|People's Party - PPC|2621
Thunder Bay--Rainy River|Green Party|571
Thunder Bay--Rainy River|Conservative|11671
Thunder Bay--Rainy River|Liberal|13655
Thunder Bay--Rainy River|NDP-New Democratic Party|11342
Thunder Bay--Superior North|NDP-New Democratic Party|11243
Thunder Bay--Superior North|People's Party - PPC|2464
Thunder Bay--Superior North|Liberal|16877
